renderedContent,replyCount,retweetCount,likeCount,quoteCount,mentionedUserCount
"@NosePinWali Nahi yar
Main ne ek couple dekha tha.
Dono young thy, shadi ko puray 4 months 10 days huay thy. Bachpan ka bepanah pyar tha. Larkay ka karachi mein riots mein murder ho gaya. Larki apne hawaas kho beti, 1 saal baad hawaas bahal huay tou depression ki wajah se heart fail ho gaya.",0,0,1,0,1
"@bootbutton Depression is shit, and these little victories help keep it from winning.",0,0,0,0,1
"- Came From Depression, Material Thangs Keep Me Smillin’ 🖤",0,0,2,0,0
"I use ""depression"" as a catch all term for whatever the fuck it is that's going on up there, a long and varied journey of bullshit getting in my way",0,0,0,0,0
"When it’s 6:30pm and still light out, I’m like “Bye Seasonal Depression” https://t.co/NgrXPFu0Mb",0,0,0,0,0
"All ages filled Room 2 tonight for Mind, Body, and Soul, learning how to help loved ones battle depression. We’re thankful our church cares about addressing mental health. https://t.co/vW2Pd7bvI5",0,0,2,0,0
@Tyson_Fury I discovered you  on Joe Rogan and became a fan because you described what depression is and it described what I was going through !You are more than a boxing champion! God bless you,0,0,0,0,1
My depression has been trying to sneak back up on me so bad and I’ve been being so strong ❤️ s/o to myself 🤞🏽,0,1,7,0,0
"Sex and the City 2 has it all: tone deaf gender normativity, disgusting flaunting obscene wealth at the height of the 2010s depression, a truly exhausting degree of extreme racism. 

There is an hour and a half left of this movie",1,0,2,0,0
It's March so that means it's going to be nicer out. Depression is going to lift. Days are just going to get better,0,0,0,0,0
@networklovr a jungkook gender a day ieeps the depression at bay,0,0,0,0,1
@KeenvNawaach Bon courage à toi ma belle💕 tu pourras nous faire un tread ou un truc comme ça pour expliquer ton histoire avec la dépression?,1,0,1,0,1
vdm heureusement y’a Anna pcq sinon dépression check,1,0,1,0,0
@Hopelesspider Écoute summer depression,0,0,1,0,1
"Bon faut croire que basic fit m'aide pas tant que ça parce que je pleur encore
Dépression, anxiété, manque d'affection..",0,0,0,0,0
"just realized this two year """"creative rut"""" i've been in is, alternatively, called depression",0,0,7,0,0
"@davidrocknyc ‘Aukai Ho’omana Kanoa Akoi, I need a platform to share stories and teach men through my expeience. Teach those with depression the wonder and magic in the world, and teach those who are lost to be found. I want to be a mental health advocate for the world",3,0,11,0,1
"Sometimes I wanna write about my struggles with depression on here, but I feel like its too serious for twitter and none of yall come on here to see that.",2,0,4,0,0
"i took a nap and i had 3 different sleep paralysis and i don't feel less tired, or how i'm used to call it, my physical depression symptoms are back 🤪",0,0,0,0,0
"below the surface
floating in the dark
i can see the light
above me
i should reach for it
i should

#depression",0,1,10,1,0
"@BankPads There's no ignoring external, societal factors that impact on depression. Not to over-generalize, but being bombarded with the message you should be a ""real man"" &amp; not being able to live up to it is terrible for self-esteem.",0,0,0,0,1
"I go on tiktok to watch these deep cleaning videos, you know .. the ones where people clean their roommates/siblings room because of busy schedules or dealing with depression? It’s just so satisfying.",1,0,1,0,0
@PeteButtigieg Thank you for breaking barriers and showing the world that anything is possible. I’m so proud of how far you have come. I’m officially going to need a day of ice cream and Netflix for my depression. Now onto the next.....,0,0,0,0,1
@JGamesworth @Ashley_DB @U4EUh_Davis @porshalashae I dunno ehhhhhh Rrrr did u personally @ them instead of trying to impose all men care about what women think about our mental depression  😭🤷🏾‍♂️,1,0,1,0,3
JAKE’S SMILE CURED MY DEPRESSION,1,0,1,0,0
"@trish_regan Good way to start a depression - not recession - you dimwit. 

Also, I seem to recall your president just telling us not to panic. Were you getting your nails done then?",0,0,0,0,1
"@daylightxlou Sounds like a great idea. I understand how it feels. I suffer from severe depression and anxiety. If you ever need anyone to chat or vent to, just message me💕",1,0,1,0,1
"Depression is a mood disorder that causes a persistent feeling of sadness and a loss of interest. If you have a loved one who is in danger of suicide or has made a suicide attempt, make sure someone stays with that person.

Rest In Peace, Graven Caibigan. 😭👼 https://t.co/tUQzhQcxQx",3,2,22,6,0
"I remember the days my phone was blowing up non stop, now its just goin through the Great Depression.",0,0,3,0,0
Y’all talk about male depression and how men have to “thug it out”. Nah men just have too much pride to talk about it.,0,0,0,0,0
"@AceHudsonJr @leavemebe1218 @AngelaInGeneral @kaylamarieoxxo But that doesn’t mean their amount of spoons are infinite.

I’m autistic with depression and anxiety. My spoon count is lower than most people. When I was in school, I would run out of spoons very quickly. I had to take mental health days to prevent having a break.",1,0,1,0,4
"I tell u what though, I’ve had such a bad end to this week, depression days glooming &amp; all my work pals could tell someone was wrong. The amount of love n care they’ve had is incredible. The place annoys me 99% of the time, but the people I work with are second to none❤️",0,0,0,0,0
"Pour rajouter une petite dose à ma dépression, mes parents ont annulé notre séjour à Disneyland, je sens comme une envie de mourir",1,0,1,0,0
Today in post tour depression: Bojack Horseman joke hit so close to home that I needed a three hour nap to recover from it.,0,0,4,0,0
me vs thinking impulse shopping will cure my depression,0,0,2,0,0
"@NiallOfficial Would any songs in HBW help with depression and anxiety? Flicker and your other songs have helped me a lot, so I have high hopes that HBW will do the same. 💗",0,0,0,0,1
"Deep Cleaned/reorganized my room, did all laundry &amp;got rid of old clothes, donated gios old books, gymed, meal prepped, went grocery shopping, got a facial &amp; new skin care routine, got a car wash, did some homework- goodbye seasonal depression, hello me.",0,0,6,1,0
@renegade_roo Try not to think too much about that now as it can cause serious depression.,0,0,0,0,1
thats it im depression buying,0,0,0,0,0
I'm technically still here but Post Con Depression is hitting me so hard right now I can't even get my ass back to the con to enjoy the tail end of it ;v;,0,0,1,0,0
Ronaldo's presnce alone is a depression. 😂😂,0,0,0,0,0
wait . no he's not an INFP anymore damn fck maybe i should take the test again too haha like depression and stuff can like change the results haha,0,0,0,0,0
sorry about depression posting. bad day at work,1,0,1,0,0
"Drunk some ginger ale and within 15 minutes

My throat no longer feels irrititated
My nose is clearing out
My headache is going away
I feel my blood flowing more freely
I have more energy
My spirit is lifted
My depression is cured
I got a callback for a job
My car is fixed",0,0,2,0,0
"@RaregP ocd obsessive comulsive disorders, anxity, depression, fears 🤢",1,0,0,0,1
"i'll be putting my depression on hold due to it being my birthday month and spring, thanks for understanding",0,0,13,0,0
it's time for our depression to go into hibernation friends,0,0,2,0,0
SO FUN la depression qui fait prendre du poids ! Mon tatouage de baleine ruiné par les vergetures 🐳,0,0,2,0,0
"@kuss_flips Everyone needs friends.
A lack of friends will lead to serious depression. And death.
Not lying that's what it's like. It's researched and that's a fact.
You deserve friends, please you do. 
( sorry for tweet on non-priv, 
non-priv = pc
priv = mobile )",0,0,1,0,1
"I have shit to do my hair properly after like a month of depression being like ""what's the point you're still fat and ugly"" and now I'm like OK BUT WHAT IF I HAD GOOD HAIR AGAIN?????? SO I'M DOIN MY FUCKIN HAIR",1,0,3,0,0
@loremjay This video cured my depression,0,0,1,0,1
@TorayKortan @JenWizrd Ok half way trough the podcast need to hit my bed now. Kids will get up early like everyday 😒 Just 2 things T. I like your honesty and talk about your depression. Makes you real. Jen i like your Hippie mentality 😁 Think you 2 rock as a couple ❤️,0,1,11,0,1
@serinide This better be alcohol and not depression.,0,0,0,0,1
"helo im done w my depression art break lmaoo, im going to try and make more art again. 🤠

here are some redraws i did for a video but it sucked so imma just post these https://t.co/rykfZl29Is",2,0,13,0,0
@BreakingBrown The Black Community as a whole is headed towards a Great Depression.,0,0,14,0,1
"// Real life talk here. I have Split Personality, Anti-anxiety, ADHD, a Lisp, Depression, Anterograde Amnesia and I have allergies too. Everybody makes fun of me offline besides my family and my friends. I hide from the world for a reason.",2,0,2,0,0
@chick_in_kiev and depression,0,0,0,0,1
I wish I could stop knowing it was Sunday. The depression hits me harder than on any other day.,0,0,0,0,0
I know it’s not the case but my anxiety/depression has me thinking my whole family hates me because no one is ever home. My little brother hides in his room or complains any time he is with me. Like I just want my family to feel happy around me.,0,0,0,0,0
"@noe_lnl bienvenue au club, si t’as besoin de conseils pour éviter la dépression tu m’appelles",0,0,1,0,1
@ikea_depression à vous aussi ma soeur,0,0,1,0,0
"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",0,0,0,0,0
@ashtoshii @CID_Podcast Had a blast! Thanks for having me on - hope y'all don't catch the depression too 😆,0,0,4,0,2
"Internalizing my emotions lead me straight to depression &amp; now that I’ve learned how to overcome that I’m sharing as much as possible in the best ways I know how. So don’t judge me, love me &amp; pay attention because we can learn from each other.",1,0,0,0,0
@Leadersless_SF @EmbarcaderoSafe @MikeBoudreaux4 @SFUnified @Scott_Wiener I have familial experience. My brother used to slam it among other things. He quit on his own. It quit it all. Don’t use. Catch up on sleep and nutrition. Stay away from people who do meth or sell it. There is no physical withdrawal associated with it. Depression sure.,0,0,0,0,4
So my depression decided to visit and I'm feeling so bleh. I can't seem to find the energy to do much today. And my mind is not being friendly to me at all. Kinna just want to crawl in bed and sleep the rest the day/night away.,5,0,8,0,0
Dpota nga grades dw Great Depression ba,0,0,0,0,0
"@NakanaGames @BarnaqueJeux the creature that is haunting Hope is another version of Hope (maybe from a alternate universe), it is hopeless . Because Hope loses his wings on the game, that means that Hope gets into depression. 
#InfiniContest.",0,0,0,0,2
